10,Purpose We aimed evaluate autonomic nervous system activity children overactive bladder study 40 children overactive bladder 28 healthy controls tests performed participants including heart rate interval variation heart rate response valsalva skin response Mean valsalva rates overactive bladder control groups +/- 018 respectively statistically significant difference This study demonstrated hyperactivity children results suggesting dysfunction autonomic nervous systems ( C ) 2016 Wiley Periodicals Inc
11,Engineering includes processes analyse validate systems software requirements throughout software life principles key achieving goals better cheaper systems software development projects It also important prepared work distributed global projects becoming common This paper presents experiment total 31 students two universities assigned either co-located distributed team Both traditional requirements specification techniques applied participants produce requirements outcomes analysed approaches compared point view effect set variables co-located distributed settings We found significant differences productivity scores attained conditions co-located Our findings show general participants attained similar results requirements specification using two strategies distributed non-distributed environments Copyright ( c ) 2016 John Wiley & Sons Ltd
12,acts endogenous receptors making essential proper brain development function This acid also linked several neurodegenerative diseases Alzheimer 's disease Nevertheless primary site mechanism D-serine release remains unclear We recently demonstrated use enzymatic biosensor endogenous D-serine release investigate effect conditions response time electrochemical microscopy used optimized biosensor measure localized release D-serine model system This methodology provides high spatial temporal resolution could useful investigate primary site mechanism release biological samples
13,A new mathematical formula referred Planckian distribution equation found fit long-tailed histograms generated various fields studies ranging physics enzymology cell biology brain PDE derived equation variable x constant GLE represents random distribution possible binary ratio areas curves PDE GLE measure ( underlying processes generating long-tailed histograms fit PDE This new function named Planckian information IP ( ) may new measure order applied widely natural human ( ii ) serve opposite S measure disorder The possible universality PDE may include ( ) universality embedded PDE ( ii ) selection subsets random processes symmetry basic mechanism generating order organization function ( iii ) connection PDE
14,Purpose review Although uromodulin protein 60 years functional role humans remains unclear This review highlights new studies clinical uromodulin association kidney function decline urinary host defense Recent findings conserved multiple functional In large population studies higher levels uromodulin associated higher estimated rate kidney size possibly indicating greater kidney functional uromodulin excretion associated markers volume fractional excretion acid sodium chloride indicating possible role salt water retention Recent evidence also suggests higher uromodulin levels associated lower risk eGFR decline death possibly lower risk acute kidney injury Higher levels uromodulin associated lower risk urinary tract older adults Serum uromodulin levels positively associated eGFR although functional role remains unclear Over last decade understand functional role uromodulin health disease Large prospective studies populations needed confirm preliminary results evaluate clinical utility measuring uromodulin examine whether levels biomarker altered therapeutic benefit
15,currently expected benefit use different computing devices content production mobile devices increased wearable devices data etc However simultaneous use different devices applications could perceived due need additional settings lack integration etc As first step overcome problem paper introduce notion systems These systems promote simultaneous use multiple devices applications complete tasks effective easy way To achieve goal set design principles enable users share tasks across multiple devices independently software applications supporting The case study Mobile presented highlight benefits systems could bring research fields
16,This research assess effectiveness glass solar chimney wall open frame compare glass wall Thailand The results showed use GSCW-O reduce inside temperature compared OLGW providing heat transfer outside well limiting relative humidity 60 % occurrence cause allergies The research also found GSCW-O results less energy consumption compared OLGW In addition five times cheaper glass period GSCW-O years The questionnaire results satisfactory GSCW-O good practice design providing significant energy cultivation also showed satisfactory growth lack resulting controlled temperature humidity protection elements For tropical climate GSCW-O suitable design reduction energy consumption sustainable architecture application This research provides helpful information glass solar chimney wall open frame energy efficient building sustainable energy conservation For tropical country like Thailand glass solar chimney wall open frame suitable design best alternative saving energy global environmental conservation building industry
17,Purpose aim study highlight recent uses serum metabolomics human animal studies The main themes importance understanding underlying variation human metabolism use serum metabolomics disease studies attempted use serum metabolomics develop noninvasive biomarkers disease and/or track consequences nutritional genetic interventions Many advances made common changes identified menopause cancer several problems interpretation emerged studies These include small sample sizes human studies differences human However metabolic screen 1000 humans ( many variables may used interpretation design previous future human studies addition data common serum metabolome alterations identified many inconsistencies remain The construction human serum metabolome database design future human animal model studies
18,robotic hands becoming popular complex robotic designs mass size yet limited Such designs require This case prosthetic robotic hands need human hand functionality closely possible achieve natural solution patient This paper presents initial mechanical analysis design hand 15 degrees using six electric motor A transmission system cables used underactuated mechanism order propagate motor torque three finger springs used provide passive return The design validated according ability stably grasp different objects The stability grasp judged according criterion positive contact forces present points contact hand object static case A simulation grasping procedure contact forces time developed ( R ) It shown design process requires iterative steps multiple factors stiffness motor affect stability grasping hand effectiveness prosthetic device
19,The test system wellbeing occupants It may therefore seem home ownership traditionally report better physical mental health During 2000s however financial wellbeing ownership strain Using data two national panel - survey Household Australia Household Survey ( Understanding track wellbeing one home ownership decade 2010 We estimate regression models mental wellbeing country ( appropriate range effects ownership associated financial mortgage We wellbeing associated ownership among wellbeing among drop partial recovery especially wellbeing cost differences institutional relating regulation mortgage
20,study improvement aerodynamic stability simplified structures conducted using section model Objective study development superior suspension bridge center span length The test showed type section exhibited large amplitude torsional well torsional low speed Accordingly aerodynamic countermeasures open triangular structural countermeasures center mass increase improve aerodynamic stability Finally feasibility best combination bridge examined structural analysis ( C ) Higher 2016
21,liquid two phase flows widely industry The design parameters include two phase pressure drop mixing axial mixing phases effective interfacial area heat mass transfer coefficients high degree design process reactors owing complexity coupled flow reaction mechanism Hence focus recent advances computational experimental techniques enable future designs reactors rational manner exploring large design space high-fidelity models fluid validated high-fidelity measurements film anemometry Doppler anemometry particle image velocimetry etc ) provide high degree Understanding spatial distributions phases interaction scale key challenges traditionally addressed pilot scale experiments addressed advanced modelling For complete knowledge fluid mechanical parameters desirable implement direct numerical simulations However current computational power full DNS real bubble columns Therefore using simplified turbulence models large eddy simulation stress etc ) need knowledge turbulence parameters For estimation parameters currently procedures used pending knowledge turbulence Further formulation governing equations CFD models knowledge interface forces virtual mass etc ) needed empirical employed pending knowledge fluid mechanics turbulent conditions bubble columns In gas liquid dispersions gas form During bubble rise mechanism wake detachment creates turbulence called wake generated turbulence In addition energy transferred gas phase liquid phase The quantitative amounts negligible bubble motion gas liquid homogenous The amounts increase increase extent However homogenous regime even extreme conditions extent energy transfer bulk gas liquid dispersions wake limited On contrast regime rates energy transfer become The energy received liquid also creates turbulent motion bulk generated turbulence In turbulent flows different length time scales contribute towards mixing momentum transfer heat transfer mass transfer Hence proper understanding dynamics turbulent flow structures role transport bring substantial improvement design procedures The present paper current status knowledge bubble generated turbulence All published literature experimental measurements DNS simulations analysed presented ( C ) 2016 Elsevier Ltd All rights reserved
22,drastically altered abundance animals marine ecosystems via exploitation abundance food leading indirect effects community structure shift function However additional implications changes cycles via nutrient dynamics ( CND ) often marine systems particularly coastal areas Here review research importance control local regional global scales coastal marine ecosystems potential implications change alter processes We focus attention two primary ways consumers affect nutrient dynamics implications nutrient capacity storage retention nutrients biomass supply nutrients via excretion storage biomass may especially important many marine ecosystems consumers opposed producers often biomass As nutrient supply emphasize consumers enhance primary production dynamics forward explore importance improving theory ( eg ecological stoichiometry metabolic theory function context global environmental change research focus likely transform perspectives consumers affect functioning marine ecosystems
23,Background : curcumin natural products good therapeutic effect acute chronic hand tetramethylpyrazine angiogenesis protection effect well anti-inflammatory function In paper anti-inflammatory effect tetramethylpyrazine curcumin combination acute chronic inflammation reported vivo Methods : The dose combined three natural products optimized based acute paw swelling mouse model Uniform Design methodology The therapeutic effect TRC combination chronic inflammation investigated using arthritis rat model based following volume paw swelling arthritis score serum mediators examination well staining The levels alanine aminotransferase ( ALT ) aspartate transaminase serum measured pathological sections liver kidney analysed LD50 measured based acute oral toxicity standard method Results : The best formulation three components combined mass proportion revealed Uniform Design methodology This combination could significantly reduce paw swelling acute paw swelling mouse model could reduce paw swelling alleviate damage joint structural ankle tissue rat model The dose relationship clear cases staining ankle tissue revealed TRC combination able inhibit expression B TNF-alpha closely related inflammatory process Analysis serum mediators revealed TRC combination could inhibit production TNF-alpha IL-1 beta IL-6 serum study revealed formulation low toxic LD50 larger 5 g/kg level ALT AST histopathology liver kidney exhibited TRC combination group mortality administered doses 5 g/kg Conclusions : The results showed formulation could provide novel potent treatment acute chronic inflammation without side effect like injury occurring
24,formation advanced glycation compounds found main AGEs found higher population We hypothesized phloretin [ 6 ] -gingerol inhibit formation AGEs receptor advanced glycation end products via nuclear factor pathway Phloretin [ 6 ] -gingerol supplemented two different doses mice high fat diet standard diet period 17 weeks Phloretin [ 6 ] -gingerol supplementation significantly reduced plasma glucose alanine aminotransferase aspartate aminotransferase AGEs insulin levels Phloretin [ 6 ] -gingerol also decreased levels AGEs levels via pathway enhancing ratio 1 liver tissue These results suggest phloretin [ 6 ] -gingerol potential dietary compounds alleviate complications ( C ) 2017 Elsevier Ltd All rights reserved
25,Objectives : peripheral iron indices reported number movement disorders particularly Parkinson 's disease We hypothesized iron stores may children early stage tic disorder Methods : Using data retrieved electronic medical records compared serum ferritin levels indicator body iron balance children diagnosed first time tic disorder 47 32 girls aged years ) compared children group = 100 62 girls aged years ) treated pediatric clinic Results : Mean serum ferritin levels significantly lower p = 001 ) tic disorder group compared group No significant differences detected iron count two groups Conclusion : Our findings suggest body iron stores may reduced children tic disorder
26,Although classical PID controller widely successfully used engineering systems typically nonlinear various uncertainties almost existing investigations PID controller focus linear systems The aim paper present theory PID controller nonlinear uncertain systems giving simple analytic design method PID parameters together global stability asymptotic regulation control systems To specific construct manifold within three PID parameters chosen wide class second order nonlinear uncertain systems long knowledge derivatives nonlinear uncertain function available We also try make feedback gains small possible investigating necessity manifold PID parameters chosen establish necessary sufficient conditions global stabilization several special classes nonlinear uncertain systems
27,Background : Social change changed people 's work lives also personal lives especially developing countries The aim study provide evidence recommendations regarding family structure function mental health respond rapid social change Methods : A cross-sectional survey conducted July 2011 September 2012 central China Family structure comprised alone couple nuclear family extended family function measured using family Growth scale mental health measured using Chinese version 12-item General Health Questionnaire Results : The difference family structure among alone couple nuclear family extended family statistically significant vs vs vs vs p < difference family function statistically significant +/- vs +/- p = The general linear regression showed effect family structure mental health whether urban rural significant however effect family function significant especially regarding better family functioning better mental health Conclusions : effects family structure function mental health external form family ( family may internal quality role ( family might key family function would strategy family practice mental health
28,traditional herbal formulation system medicine used India long time Several commercial skin care formulations throughout region Ubtan Therefore evaluate Ubtan respect efficacy skin care formulation Aim The present study designed Ubtan standardization techniques using suitable Further antioxidant protection factor potential Materials methods : Four formulations OF-4 ) prepared mixing varied quantity plants ie L ) L ) L ) formulations made evaluating biological activity vitro assay properties optimized formulation carried analysis flow properties stability Moreover phase - high performance liquid chromatography ) ( high performance thin layer chromatography ) standardization OF-1 performed quantitative qualitative analysis Results : Ubtan formulations OF-4 ) showed free radical reducing potential It may due high phenolic content significant correlation confirmed positive correlation phenolic content formulations The inhibition study indicated formulations showed activity Among four formulations OF-1 showed notable biological activity ( p < 005 ) The content curcumin acid found 21 % respectively OF-1 estimation properties OF-1 exhibited good flow rate aqueous From stability studies anticipated OF-1 40 C longer load count heavy metal content formulation also within permissible limit standard Conclusion : This scientific exploration helps set quality safety standard traditional formulation Ubtan use herbal skin care product ( C ) 2016 Elsevier Ireland Ltd All rights reserved
29,though drought one common features rainfed agriculture necessary consider extreme event requires different types strategies The risk involved successful cultivation crops nature drought probable duration frequency occurrence within season These expected increase future A significant food production often noticed increase intensity duration drought prevalence affects food production farm level also national economy overall food security rainfed technologies available different drought situations Much research done rainfed agriculture India relates conservation soil & rainwater drought The key technologies drought mitigation situ moisture conservation rainwater harvesting crops systems including contingency integrated systems However drought preparedness real time implementation contingency measures field level needs well institutional support strong government policy convergence among various Agriculture India needs facilitate convergence process various government schemes Project health schemes etc drought preparedness National Agriculture one among National Action may take lead role implementation contingency inclusion activity Action budget
30,Through symbolic computation Maple rational solutions lump solutions generalized ( 3 + 1 ) -dimensional Shallow Water-like equation presented using generalized p = 3 It rational solutions classified five classes obtained mainly solutions The resulting lump solutions localized directions space acquired making use function However every nonlinear partial differential equation lump solutions quantity lump solutions fewer rational solutions Only one class lump solutions generalized ( 3 + 1 ) -dimensional Shallow Water-like equation three specific values involved parameters ( C ) 2016 Elsevier Ltd All rights reserved
31,We aimed analyse trends annual incidence hospitalized acute coronary syndrome 2004 2014 Methods results diagnosis ACS admissions selected national Database 2004 2014 rates using standardization 2010 European population mean annual percent changes estimated using regression model In 2014 patients 36 women 76 men hospitalized ACS Among women proportion aged 65 years ( n = STEMI NSTEMI From 2004 2014 rates admissions ACS women less 65 years old increased This rise ACS driven significant increases STEMI ( +/- NSTEMI ( +/- The largest increase STEMI mean annual percent change observed among women aged years old ( +/- per After 65 years age significant decreases ACS types observed Conclusion This study showed substantial trends STEMI annual incidence especially among younger women This increase could attributed increase smoking obesity primary prevention younger women needed main risk factors growing evidence higher mortality women
32,Power production four hydraulically connected fuel cells compared reactors using individual electrical circuits four anodes wired together connected four cathodes wired together fed-batch continuous flow conditions Power production different conditions could made based single resistance instead required tests assess individual performance relative combined MFCs Based power curves power produced combined MFCs +/- mW Omega ) summed power mW 50 Omega ) produced four individual reactors fed-batch mode With continuous flow four MFCs maximum power +/- 001 mW ) produced combined MFCs slightly lower summed maximum power four individual reactors +/- 002 mW ) There small current flow adjacent anodes cathodes overall performance relatively These findings demonstrate optimal power production reactors hydraulically connected predicted performance individual reactors ( C ) 2013 Elsevier BV All rights reserved
33,Design fabrication testing competition based car presented paper The competition students demonstrate practical develop race car The design guideline based set Universiti Malaysia 2008 Design car carried using solid modelling system The car one laboratory mechanical manufacturing engineering Universiti Malaysia The car tested performance Two types test conducted Test Test
34,AimTo date understanding development novel treatments mental inadequate animal models For unclear extent commonly used behavioural tests animals inform us mental affective aspects schizophrenia pathophysiological processes animal model clinical findings utilized recently developed Df ( h15q13 ) /+ mouse model detailed investigations neuronal engagement processing auditory information two auditory We also investigate putative function pharmacological intervention using Kv31 channel RE1 Chronic primary auditory used single cell putative animals processing auditory sensory information find decreased amplitude response auditory stimuli reduced fast steady-state gamma activity These results patients schizophrenia Furthermore probability interneurones low auditory stimulation reduced Df ( h15q13 ) /+ mice effect partially reversed Kv31 channel modulator RE1 study consequences neuronal level carrying Furthermore points deficient functioning interneurones potential pathophysiological mechanism schizophrenia suggests therapeutic potential Kv31 channel
35,Background : There clinical evidence transgender people use online world - online video gaming - purpose experiencing gender identity safe environment Aims : To describe gaming behavior degree problematic gaming behavior associated factors problematic gaming large group transgender people accessing transgender health services Methods : individual referred national transgender health service United 12-month period complete series questionnaires measure gaming behavior interpersonal functioning severity features anxiety depressive symptoms Results : A total people study describing current Gaming behavior transgender population transgender health services prevalent less 1 % presented clinical scores Internet Gaming Disorder differences according gender gaming behavior associated general interpersonal problems depression young age people engage problematic gaming behavior younger present high interpersonal problems depression affect successful In view high levels gaming activity population games designed address psychological problems may well received transgender people
36,A mu tuner digital radio applications using conversion architecture autonomous RF AGC channel controlled IF AGC A single RF IF resulting smaller die area lower power dissipation output reduces receiver 's power due lower digital core operating frequency tuner performance noise image input sensitivity current supply die area
37,Objective : To estimate prevalence identify associated factors urinary incontinence women Method : In cross-sectional study random sample women aged 35 years studied enrolled Family Health city incontinence investigated using International associated factors assessed based self-reported questionnaire history drug use The prevalence urinary incontinence estimated 95 % confidence interval associated factors identified multiple logistic regression model performed using software version 110 Results : mean age years menopause declared black brown The mean age menopause women UI years The prevalence UI The factors associated UI urinary loss pregnancy ( p=0000 ) delivery ( p=0000 ) genital prolapse ( p=0000 ) stress depression obesity Conclusion : The prevalence UI lower similar found similar studies associated UI urinary loss pregnancy delivery genital prolapse obesity
38,Background : bipolar disorders ( BP ) borderline personality disorder challenging owing shared features emotional dysregulation likely one Aim : To assess differences emotion regulation strategies BP alone BPD alone comorbid Methods : We interviewed participants previously receiving BP BPD diagnosis studying met DSM criteria one conditions Results : The sample comprised 83 bipolar disorder BPD 54 comorbid Analyses established linear trends greatest impairment emotion regulation strategies comorbid group followed BPD group lowest BP group comorbid group included impulsivity difficulties goal directed behaviour accessing strategies A similar linear profile quantified maladaptive cognitive emotion regulation strategies rumination emotion regulation strategies superior bipolar group without significant differences observed comorbid BPD groups self-report combined BP I II participants limits generalisability results bipolar use DSM females groups Conclusions : emotion regulation strategies advance differentiation either BP BPD identify specificity differing strategies condition effect comorbid conditions Study findings development application targeted strategies either conditions Copyright ( C ) 2016 Published Elsevier BV All rights reserved
39,C virus infection represents world health problem protective effective drug currently exists For economic reasons many patients use traditional medicines control infection In camel milk one traditional medicines widely consumed patients infected HCV The present study aimed evaluate efficacy camel milk treatment patients infected HCV camel milk local farm administered patients 4 months sera collected prior following camel milk drinking three markers The three markers indicating effect camel milk HCV infection function assays aminotransferase ( ALT ) aspartate aminotransferase viral load anti-HCV antibodies profile isotyping synthetic HCV milk demonstrated ability improve general fatigue health liver function AST ALT reduced similar patients AST reduced patients subsequent drinking camel milk four months The majority patients responded positively camel milk RNA viral load decreased 17 patients one patient exhibited following camel milk treatment The anti-HCV antibodies profile isotyping significantly decreased ( P < 005 ) following treatment patients However treatment ineffective patients experienced reduction RNA viral load following treatment camel milk In conclusion whole camel milk treatment demonstrated efficacy viral load majority patient sera reduced profile Th1 immunity
40,The mitochondrial toxicity reverse inhibitors due inhibition mitochondrial DNA polymerase gamma gamma ) resulting mtDNA replication subsequent cellular energetics Because mtDNA Pol gamma involved mtDNA replication also responsible mtDNA repair mitochondrial oxidative stress leads changes balance mtDNA repair mutation following treatment However mechanisms underlying changes mtDNA base repair lead mtDNA mutation remain unclear To test hypothesis total mitochondrial repair capability different steps mtBER mtDNA mutations oxidative stress assessed HuH-7 human cells treated d4T 2 weeks Assessment Southern blotting quantitative PCR revealed d4T significantly reduced vivo repair damaged mtDNA HuH-7 cells d4T reduced total vitro mtBER DNA Pol gamma capability affect mtDNA activity HuH-7 cells In addition d4T treatment associated significant increase frequency mtDNA mutations HuH-7 cells In conclusion d4T treatment reduces mtBER contributes mtDNA mutation These events may potentially associated diseases linked mtDNA mutation ( c ) 2009 Published Elsevier BV
41,disease rare condition lymphangiogenesis within bone tissue The etiology condition remains unknown seems affect mainly children young adults world standardized method however histopathology remains gold standard This condition often due varying clinical Here report case presented chronic pain received multiple antibiotic treatment due infectious origin After integrating information clinical manifestations laboratory histopathology information diagnosed GSD Additionally due lack literature respect insights biological mechanisms standardized treatment condition underwent literature revision provide information related activation cells immune system cells contribution lymphangiogenesis angiogenesis process GSD It important consider mechanisms patients GSD especially since new studies performed earlier stages required confirm use novel diagnostic tools find new possibilities treatment
42,Background : The short form International Activity Questionnaire validated questionnaire used assess physical activity ( PA ) healthy adults commonly used healthy adults cancer patients However IPAQ-sf previously validated cancer patients undergoing oncologic treatment The objective present study compare IPAQ-sf objective measures physical activity ( PA ) cancer patients undergoing chemotherapy Methods : The present study part 12-month prospective lifestyle intervention focusing diet PA stress management smoking cessation 100 cancer patients undergoing chemotherapy During first two months lifestyle intervention participants wearing activity monitor five consecutive days receiving chemotherapy IPAQ-sf From SWA intensity PA > = 10 min compared self-reported MVPA IPAQ-sf Analyses included excluded walking MVPA IPAQ-sf Results wearing time seven days Results : Sixty-six patients completed IPAQ-sf SWA five days Mean difference limit agreement IPAQ-sf SWA including walking ( +/- min wk ( -1 ) When analyzing time different intensity levels separately IPAQ-sf reported significantly higher levels moderate min wk ( -1 ) p = 0001 ) min wk ( -1 ) p = 0001 ) PA compared SWA Conclusions : patients participating lifestyle intervention chemotherapy reported % higher MVPA level past seven days using IPAQ-sf compared objective measures The IPAQ-sf appears assessing PA level cancer patients undergoing oncologic treatment Activity objective tools considered assessing PA population
43,design high-speed motor carried based analysis pole number number rotor outer diameter length material pole The performance HSPMM investigated paper using finite element method ( FEM ) In addition power losses HSPMM including core loss loss rotor eddy current loss friction loss predicted Based analysis prototype motor experimentally tested machine design
44,research suggested expectancy one pathway driving relationship trait reward sensitivity eating The aim current study extend previous research examining conditions indirect effect reward sensitivity external eating via eating expectancy occurs Using indirect effects approach tested effect exposure food cues ( eg relative non-food cues association reward sensitivity external eating via eating expectancies Participants ( N = M = years age SD = university women completed food expectancies randomly assigned either food cue condition non-food cue condition responded series eating expectancy statements personality statements Participants also completed self-report trait measures reward sensitivity addition measures eating expectancies ( ie endorsement belief eating Results revealed higher reward sensitivity associated faster reaction times eating expectancies This moderated association reward sensitivity faster reaction time found food cue condition endorsement belief ( ie reaction also associated greater external eating These results provide additional support individuals high reward sensitivity form implicit associations positive eating exposed food cues ( C ) 2017 Elsevier Ltd All rights reserved
45,Objective : metabolite widely used improving sports performance Although recognized promote effects protein metabolism impact use skeletal muscle and/or genes control skeletal protein balance fully known This study aimed investigate whether chronic HM beta treatment affects activity GH/IGF-I axis skeletal muscle IGF-I myostatin mRNA expression Design : treated beta vehicle 4 weeks Blood collected evaluation serum insulin glucose IGF-I concentrations pituitary liver collected total RNA protein extraction evaluate expression pituitary growth hormone gene hepatic growth factor I mRNA skeletal muscle IGF-I myostatin mRNA Northern Western blotting Results : Chronic HM beta treatment increased content pituitary GH mRNA GH hepatic IGF-I mRNA serum IGF-I concentration No changes detected skeletal muscle IGF-I myostatin mRNA expression However rats although exhibited Conclusions : The data presented extend body evidence potential role HM GH/IGF-I axis activity In effect HM beta supplementation also induces insulin resistance state might limit beneficial aspects former results least rats normal nutritional status health conditions ( C ) 2010 Growth Society Published Elsevier Ltd All rights reserved
46,A relaxation oscillator kind oscillator based behavior physical return equilibrium The relaxation-oscillation equation primary equation relaxation oscillation processes The relaxation oscillation equation fractional differential equation initial conditions In paper approximate solutions relaxation-oscillation equation obtained developing wavelet method fractional differential equations using cubic B-spline wavelet fractional derivatives sense cubic B-spline functions presented The main advantage proposed method problems system algebraic equations suitable computer programming The reliability efficiency proposed method demonstrated numerical examples
